actual_price,discount_price,product_link,product_general_img_link
28.490.000₫,23.690.000₫,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-k3405vc-i5-km006w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/311117/asus-vivobook-14x-oled-k3405vc-i5-km006w-glr-thumb-600x600.jpg
18.990.000₫,15.990.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx506hf-i5-hn014w,https://cdn.tgdd.vn/Products/Images/44/304867/asus-tuf-gaming-f15-fx506hf-i5-hn014w-thumb-600x600.jpg
30.990.000₫,27.490.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nv-r7-lp031w,https://cdn.tgdd.vn/Products/Images/44/315892/asus-tuf-gaming-a15-fa507nv-r7-lp031w-glr-thumb-600x600.jpg
26.490.000₫,23.490.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa507nu-r5-lp105w,https://cdn.tgdd.vn/Products/Images/44/321059/asus-tuf-gaming-a15-fa507nu-r5-lp105w-thumb-600x600.jpg
23.990.000₫,18.990.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn074w,https://cdn.tgdd.vn/Products/Images/44/310803/asus-tuf-gaming-f15-fx507zc4-i5-hn074w-thumb-600x600.jpg
34.990.000₫,31.490.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,https://cdn.tgdd.vn/Products/Images/44/321468/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w-thumb-600x600.jpg
31.990.000₫,27.390.000₫,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i7-km068w?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/309410/asus-zenbook-14-oled-ux3402va-i7-km068w-thumb-1-600x600.jpg
30.990.000₫,28.490.000₫,https://www.thegioididong.com/laptop/asus-fa507nvr-r7-lp007w,https://cdn.tgdd.vn/Products/Images/44/327896/asus-fa507nvr-r7-lp007w-thumb-600x600.jpg
24.990.000₫,19.990.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,https://cdn.tgdd.vn/Products/Images/44/284343/asus-tuf-gaming-fx517ze-i5-hn045w-thumb-600x600.jpg
33.990.000₫,31.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-m5406wa-r9-pp071ws,https://cdn.tgdd.vn/Products/Images/44/329334/asus-vivobook-s-14-oled-m5406wa-r9-pp071ws-thumb-600x600.jpg
32.990.000₫,29.990.000₫,https://www.thegioididong.com/laptop/asus-fa507uv-r7-lp142w,https://cdn.tgdd.vn/Products/Images/44/327897/asus-fa507uv-r7-lp142w-thumb-600x600.jpg
34.990.000₫,30.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-s-15-s5507qa-x1e-78-ma089ws,https://cdn.tgdd.vn/Products/Images/44/328236/asus-vivobook-s-15-s5507qa-x1e-78-ma089ws-thumb-600x600.jpg
21.990.000₫,18.990.000₫,https://www.thegioididong.com/laptop/asus-fa506nfr-r7-hn113w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330162/asus-fa506nfr-r7-hn113w-thumb-638627948110276080-600x600.jpg
14.990.000₫,12.690.000₫,https://www.thegioididong.com/laptop/asus-vivobook-14-a1405va-i3-ly097w,
28.490.000₫,24.990.000₫,https://www.thegioididong.com/laptop/asus-tuf-gaming-a16-fa617nsr-r7-rl100w,
44.990.000₫,24.990.000₫,https://www.thegioididong.com/laptop/asus-ux5406sa-ultra-7-pv140ws,
