actual_price,discount_price,product_link,product_general_img_link
9.990.000₫,7.990.000₫,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe310xda-n4500,https://cdn.tgdd.vn/Products/Images/44/328599/samsung-galaxy-chromebook-go-xe310xda-n4500-130924-030342-600x600.jpg
11.990.000₫,8.990.000₫,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe340xda-n4500,https://cdn.tgdd.vn/Products/Images/44/328598/samsung-galaxy-chromebook-go-xe340xda-n4500-thumb-600x600.jpg
