actual_price,discount_price,product_link,product_general_img_link
29.490.000₫,27.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-khpf5,https://cdn.tgdd.vn/Products/Images/44/328947/dell-inspiron-16-5640-core-7-khpf5-thumb-600x600.jpg
15.490.000₫,15.490.000₫,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v5i5610w1,https://cdn.tgdd.vn/Products/Images/44/322070/dell-vostro-15-3520-i5-v5i5610w1-thumb-600x600.jpg
18.990.000₫,16.990.000₫,https://www.thegioididong.com/laptop/dell-latitude-3540-i5-71038100,https://cdn.tgdd.vn/Products/Images/44/327903/dell-latitude-3540-i5-71038100-280824-103404-600x600.jpg
29.490.000₫,27.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu,https://cdn.tgdd.vn/Products/Images/44/309305/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu-glr-thumb-600x600.jpg
25.290.000₫,23.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i716w1,https://cdn.tgdd.vn/Products/Images/44/314841/dell-inspiron-15-3530-i7-n3530i716w1-thumb-2-600x600.jpg
19.990.000₫,18.790.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5791w1,https://cdn.tgdd.vn/Products/Images/44/315952/dell-inspiron-15-3530-i5-n5i5791w1-thumb-1-600x600.jpg
16.990.000₫,16.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5011w1,https://cdn.tgdd.vn/Products/Images/44/321191/dell-inspiron-15-3520-i5-n5i5011w1-250424-020229-600x600.jpg
18.490.000₫,17.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu,https://cdn.tgdd.vn/Products/Images/44/309243/dell-inspiron-3530-i5-1335u-i5u085w11blu-glr-thumb-600x600.jpg
26.990.000₫,24.490.000₫,https://www.thegioididong.com/laptop/dell-latitude-3440-i7-71038103,https://cdn.tgdd.vn/Products/Images/44/327902/dell-latitude-3440-i7-71038103-thumb-600x600.jpg
59.990.000₫,55.990.000₫,https://www.thegioididong.com/laptop/dell-xps-13-9340-ultra-7-hxrgt,https://cdn.tgdd.vn/Products/Images/44/327907/dell-xps-13-9340-ultra-7-hxrgt-130724-110056-600x600.jpg
30.990.000₫,29.990.000₫,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-5-n4i5006w1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329851/dell-inspiron-7440-core-5-n4i5006w1-thumb-638621780217458213-600x600.jpg
33.490.000₫,32.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-7-n7440c7u161w11ibu,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329852/dell-inspiron-7440-core-7-n7440c7u161w11ibu-thumb-638621776539276752-600x600.jpg
33.690.000₫,31.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n6i7512w1,https://cdn.tgdd.vn/Products/Images/44/326864/dell-inspiron-16-5640-core-7-n6i7512w1-thumb-600x600.jpg
19.190.000₫,18.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd2,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330165/dell-inspiron-15-3530-i5-p16wd2-thumb-638627969402727335-600x600.jpg
19.990.000₫,18.790.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5007w1,https://cdn.tgdd.vn/Products/Images/44/325241/dell-inspiron-15-3530-i5-n5i5007w1-thumb-600x600.jpg
46.190.000₫,40.990.000₫,https://www.thegioididong.com/laptop/dell-g15-5530-i9-i9hx161w11gr4060,https://cdn.tgdd.vn/Products/Images/44/327901/dell-g15-5530-i9-i9hx161w11gr4060-thumb-600x600.jpg
41.990.000₫,36.990.000₫,https://www.thegioididong.com/laptop/dell-g15-5530-i7-i7hx161w11gr4060,https://cdn.tgdd.vn/Products/Images/44/327900/dell-g15-5530-i7-i7hx161w11gr4060-thumb-600x600.jpg
29.790.000₫,26.790.000₫,https://www.thegioididong.com/laptop/dell-inspiron-14-5430-i5-i5p165w11sl2050?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/315955/dell-inspiron-14-5430-i5-i5p165w11sl2050-thumb-600x600.jpg
21.490.000₫,19.490.000₫,https://www.thegioididong.com/laptop/dell-latitude-3540-i5-71038101,https://cdn.tgdd.vn/Products/Images/44/327904/dell-latitude-3540-i5-71038101-thumb-600x600-1-600x600.jpg
56.990.000₫,52.990.000₫,https://www.thegioididong.com/laptop/dell-xps-13-9340-ultra-5-xpsu5934w1,https://cdn.tgdd.vn/Products/Images/44/327906/dell-xps-13-9340-ultra-5-xpsu5934w1-thumb-600x600.jpg
57.290.000₫,57.290.000₫,https://www.thegioididong.com/laptop/dell-precision-15-3581-i7-71024677,https://cdn.tgdd.vn/Products/Images/44/320183/dell-precision-15-3581-i7-71024677-thumb-600x600.jpg
